{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.4141006253868248, 'learning_rate': 0.0009134924272615968, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 17, 'new_fc_2': 3, 'new_fc_3': 26, 'new_fc_4': 15, 'new_fc_5': 24, 'new_fc_6': 20, 'new_fc_7': 21, 'new_fc_8': 12, 'new_fc_9': 8, 'new_fc_10': 1}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.03866348439594974, 'learning_rate': 0.0006413492267178852, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 31, 'new_fc_2': 21, 'new_fc_3': 3, 'new_fc_4': 1, 'new_fc_5': 28, 'new_fc_6': 8, 'new_fc_7': 10, 'new_fc_8': 19, 'new_fc_9': 30, 'new_fc_10': 7}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 3, 'dr_f': 0.16655870774981596, 'learning_rate': 0.0003807338423042296, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 14, 'new_fc_2': 11, 'new_fc_3': 31, 'new_fc_4': 18, 'new_fc_5': 8, 'new_fc_6': 31, 'new_fc_7': 18, 'new_fc_8': 11, 'new_fc_9': 6, 'new_fc_10': 3}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.11180212475554645, 'learning_rate': 0.0001107514306354368, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 5, 'new_fc_2': 23, 'new_fc_3': 31, 'new_fc_4': 21, 'new_fc_5': 4, 'new_fc_6': 2, 'new_fc_7': 28, 'new_fc_8': 30, 'new_fc_9': 24, 'new_fc_10': 12}
{'num_neurons': 4, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.4284059240557134, 'learning_rate': 0.0003238804629779214, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 5, 'new_fc_2': 1, 'new_fc_3': 4, 'new_fc_4': 14, 'new_fc_5': 0, 'new_fc_6': 24, 'new_fc_7': 32, 'new_fc_8': 15, 'new_fc_9': 7, 'new_fc_10': 25}
{'num_neurons': 8, 'unit_c1': 4, 'unit_c2': 1, 'dr_f': 0.48995415436852574, 'learning_rate': 0.00012028533788037058, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 16, 'new_fc_2': 7, 'new_fc_3': 15, 'new_fc_4': 12, 'new_fc_5': 8, 'new_fc_6': 2, 'new_fc_7': 6, 'new_fc_8': 11, 'new_fc_9': 29, 'new_fc_10': 4}
{'num_neurons': 4, 'unit_c1': 2, 'unit_c2': 8, 'dr_f': 0.1945686627895029, 'learning_rate': 0.0005969083550974261, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 13, 'new_fc_2': 2, 'new_fc_3': 0, 'new_fc_4': 2, 'new_fc_5': 22, 'new_fc_6': 7, 'new_fc_7': 9, 'new_fc_8': 30, 'new_fc_9': 2, 'new_fc_10': 18}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.08508818742612703, 'learning_rate': 0.0007501838997754489, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 0, 'new_fc_2': 16, 'new_fc_3': 5, 'new_fc_4': 0, 'new_fc_5': 20, 'new_fc_6': 0, 'new_fc_7': 12, 'new_fc_8': 27, 'new_fc_9': 31, 'new_fc_10': 30}
{'num_neurons': 16, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.08363864358931253, 'learning_rate': 0.000527995252146993, 'batch_size': 8, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 25, 'new_fc_2': 13, 'new_fc_3': 15, 'new_fc_4': 20, 'new_fc_5': 30, 'new_fc_6': 6, 'new_fc_7': 32, 'new_fc_8': 6, 'new_fc_9': 20, 'new_fc_10': 22}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.4825519325579686, 'learning_rate': 0.00039372104609266287, 'batch_size': 8, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 23, 'new_fc_3': 12, 'new_fc_4': 5, 'new_fc_5': 28, 'new_fc_6': 24, 'new_fc_7': 1, 'new_fc_8': 26, 'new_fc_9': 20, 'new_fc_10': 17}
{'num_neurons': 64, 'unit_c1': 4, 'unit_c2': 8, 'dr_f': 0.3408520450428544, 'learning_rate': 0.0008103983316481287, 'batch_size': 8, 'optimizer': 'Adadelta', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 5, 'new_fc_2': 3, 'new_fc_3': 31, 'new_fc_4': 15, 'new_fc_5': 7, 'new_fc_6': 29, 'new_fc_7': 11, 'new_fc_8': 25, 'new_fc_9': 26, 'new_fc_10': 31}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.14373429983616987, 'learning_rate': 0.0001556284424582135, 'batch_size': 8, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 28, 'new_fc_2': 13, 'new_fc_3': 9, 'new_fc_4': 16, 'new_fc_5': 32, 'new_fc_6': 14, 'new_fc_7': 18, 'new_fc_8': 22, 'new_fc_9': 32, 'new_fc_10': 28}
{'num_neurons': 64, 'unit_c1': 4, 'unit_c2': 8, 'dr_f': 0.2869136443569851, 'learning_rate': 0.0008963957046831076, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 11, 'new_fc_2': 2, 'new_fc_3': 19, 'new_fc_4': 6, 'new_fc_5': 14, 'new_fc_6': 32, 'new_fc_7': 26, 'new_fc_8': 16, 'new_fc_9': 22, 'new_fc_10': 10}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.287392015826, 'learning_rate': 0.000348070557, 'batch_size': 8, 'optimizer': 'Adagrad', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 10, 'new_fc_2': 9, 'new_fc_3': 8, 'new_fc_4': 30, 'new_fc_5': 32, 'new_fc_6': 17, 'new_fc_7': 29, 'new_fc_8': 4, 'new_fc_9': 14, 'new_fc_10': 7}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 4, 'dr_f': 0.09711331556114534, 'learning_rate': 0.0005057261077109433, 'batch_size': 64, 'optimizer': 'Adagrad', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 12, 'new_fc_3': 16, 'new_fc_4': 27, 'new_fc_5': 6, 'new_fc_6': 16, 'new_fc_7': 13, 'new_fc_8': 9, 'new_fc_9': 29, 'new_fc_10': 6}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.2956366835258095, 'learning_rate': 0.0004438603523774111, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 6, 'new_fc_3': 4, 'new_fc_4': 5, 'new_fc_5': 5, 'new_fc_6': 28, 'new_fc_7': 7, 'new_fc_8': 2, 'new_fc_9': 16, 'new_fc_10': 26}
{'num_neurons': 64, 'unit_c1': 4, 'unit_c2': 8, 'dr_f': 0.03830059477805425, 'learning_rate': 0.0002673675450966116, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 18, 'new_fc_2': 22, 'new_fc_3': 21, 'new_fc_4': 26, 'new_fc_5': 31, 'new_fc_6': 29, 'new_fc_7': 3, 'new_fc_8': 23, 'new_fc_9': 32, 'new_fc_10': 17}
{'num_neurons': 32, 'unit_c1': 4, 'unit_c2': 1, 'dr_f': 0.3925997706619433, 'learning_rate': 0.0005646617548788795, 'batch_size': 32, 'optimizer': 'Adagrad', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 25, 'new_fc_2': 23, 'new_fc_3': 15, 'new_fc_4': 20, 'new_fc_5': 5, 'new_fc_6': 8, 'new_fc_7': 23, 'new_fc_8': 12, 'new_fc_9': 20, 'new_fc_10': 2}
{'num_neurons': 8, 'unit_c1': 3, 'unit_c2': 2, 'dr_f': 0.379930194326, 'learning_rate': 0.000135352054, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 18, 'new_fc_2': 32, 'new_fc_3': 20, 'new_fc_4': 23, 'new_fc_5': 22, 'new_fc_6': 6, 'new_fc_7': 16, 'new_fc_8': 11, 'new_fc_9': 23, 'new_fc_10': 4}
{'num_neurons': 64, 'unit_c1': 1, 'unit_c2': 5, 'dr_f': 0.11021847443333231, 'learning_rate': 0.0007757127010537374, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 12, 'new_fc_2': 18, 'new_fc_3': 31, 'new_fc_4': 9, 'new_fc_5': 27, 'new_fc_6': 17, 'new_fc_7': 26, 'new_fc_8': 32, 'new_fc_9': 30, 'new_fc_10': 32}
{'num_neurons': 4, 'unit_c1': 2, 'unit_c2': 8, 'dr_f': 0.19456866279, 'learning_rate': 0.000596908355, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 13, 'new_fc_2': 2, 'new_fc_3': 0, 'new_fc_4': 2, 'new_fc_5': 22, 'new_fc_6': 7, 'new_fc_7': 9, 'new_fc_8': 30, 'new_fc_9': 2, 'new_fc_10': 18}
{'num_neurons': 64, 'unit_c1': 4, 'unit_c2': 7, 'dr_f': 0.4849787367951707, 'learning_rate': 0.00018027609609464179, 'batch_size': 16, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 27, 'new_fc_2': 18, 'new_fc_3': 27, 'new_fc_4': 15, 'new_fc_5': 5, 'new_fc_6': 24, 'new_fc_7': 4, 'new_fc_8': 13, 'new_fc_9': 3, 'new_fc_10': 22}
{'num_neurons': 16, 'unit_c1': 4, 'unit_c2': 5, 'dr_f': 0.35391834627735597, 'learning_rate': 0.0009749275977462849, 'batch_size': 16, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 26, 'new_fc_2': 14, 'new_fc_3': 32, 'new_fc_4': 10, 'new_fc_5': 32, 'new_fc_6': 21, 'new_fc_7': 32, 'new_fc_8': 11, 'new_fc_9': 29, 'new_fc_10': 23}
{'num_neurons': 16, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.2956366835258095, 'learning_rate': 0.0004438603523774111, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 6, 'new_fc_3': 4, 'new_fc_4': 5, 'new_fc_5': 5, 'new_fc_6': 28, 'new_fc_7': 7, 'new_fc_8': 2, 'new_fc_9': 16, 'new_fc_10': 26}
{'num_neurons': 32, 'unit_c1': 1, 'unit_c2': 7, 'dr_f': 0.36415929704878547, 'learning_rate': 0.0009856749460222516, 'batch_size': 8, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 8, 'new_fc_2': 30, 'new_fc_3': 29, 'new_fc_4': 25, 'new_fc_5': 21, 'new_fc_6': 27, 'new_fc_7': 5, 'new_fc_8': 2, 'new_fc_9': 4, 'new_fc_10': 13}
{'num_neurons': 32, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.044777928736277034, 'learning_rate': 0.0006774563695248208, 'batch_size': 8, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 2, 'new_fc_2': 24, 'new_fc_3': 23, 'new_fc_4': 0, 'new_fc_5': 13, 'new_fc_6': 24, 'new_fc_7': 28, 'new_fc_8': 13, 'new_fc_9': 14, 'new_fc_10': 32}
{'num_neurons': 32, 'unit_c1': 1, 'unit_c2': 7, 'dr_f': 0.36415929704878547, 'learning_rate': 0.0009856749460222516, 'batch_size': 8, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 8, 'new_fc_2': 30, 'new_fc_3': 29, 'new_fc_4': 25, 'new_fc_5': 21, 'new_fc_6': 27, 'new_fc_7': 5, 'new_fc_8': 2, 'new_fc_9': 4, 'new_fc_10': 13}
{'num_neurons': 64, 'unit_c1': 3, 'unit_c2': 4, 'dr_f': 0.07115443428930063, 'learning_rate': 0.00048109925013319055, 'batch_size': 64, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 32, 'new_fc_2': 7, 'new_fc_3': 24, 'new_fc_4': 11, 'new_fc_5': 20, 'new_fc_6': 8, 'new_fc_7': 15, 'new_fc_8': 31, 'new_fc_9': 13, 'new_fc_10': 32}
{'num_neurons': 32, 'unit_c1': 1, 'unit_c2': 4, 'dr_f': 0.10370596959370887, 'learning_rate': 0.0008101533620511168, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 19, 'new_fc_2': 27, 'new_fc_3': 5, 'new_fc_4': 4, 'new_fc_5': 29, 'new_fc_6': 14, 'new_fc_7': 13, 'new_fc_8': 10, 'new_fc_9': 10, 'new_fc_10': 27}
{'num_neurons': 8, 'unit_c1': 2, 'unit_c2': 7, 'dr_f': 0.4350661859370387, 'learning_rate': 0.0008504232566451692, 'batch_size': 64, 'optimizer': 'Adadelta', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 15, 'new_fc_2': 11, 'new_fc_3': 2, 'new_fc_4': 30, 'new_fc_5': 0, 'new_fc_6': 29, 'new_fc_7': 9, 'new_fc_8': 32, 'new_fc_9': 21, 'new_fc_10': 12}
{'num_neurons': 32, 'unit_c1': 3, 'unit_c2': 5, 'dr_f': 0.27509633262701977, 'learning_rate': 0.0007687291563824598, 'batch_size': 16, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 5, 'new_fc_2': 20, 'new_fc_3': 19, 'new_fc_4': 17, 'new_fc_5': 21, 'new_fc_6': 7, 'new_fc_7': 4, 'new_fc_8': 16, 'new_fc_9': 4, 'new_fc_10': 5}
{'num_neurons': 64, 'unit_c1': 1, 'unit_c2': 2, 'dr_f': 0.433578301738, 'learning_rate': 0.000183709956, 'batch_size': 64, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 31, 'new_fc_2': 20, 'new_fc_3': 29, 'new_fc_4': 29, 'new_fc_5': 10, 'new_fc_6': 9, 'new_fc_7': 21, 'new_fc_8': 4, 'new_fc_9': 15, 'new_fc_10': 10}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.3959287721089143, 'learning_rate': 0.00015532202099303075, 'batch_size': 64, 'optimizer': 'Adagrad', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 29, 'new_fc_2': 15, 'new_fc_3': 11, 'new_fc_4': 19, 'new_fc_5': 24, 'new_fc_6': 25, 'new_fc_7': 3, 'new_fc_8': 10, 'new_fc_9': 15, 'new_fc_10': 32}
{'num_neurons': 32, 'unit_c1': 4, 'unit_c2': 4, 'dr_f': 0.17898299585944458, 'learning_rate': 0.0004163294272381078, 'batch_size': 64, 'optimizer': 'Adam', 'activation': 'swish', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 18, 'new_fc_2': 17, 'new_fc_3': 29, 'new_fc_4': 9, 'new_fc_5': 2, 'new_fc_6': 8, 'new_fc_7': 20, 'new_fc_8': 32, 'new_fc_9': 27, 'new_fc_10': 0}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 2, 'dr_f': 0.4185842416218223, 'learning_rate': 0.0006786841225811164, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 16, 'new_fc_2': 15, 'new_fc_3': 18, 'new_fc_4': 11, 'new_fc_5': 5, 'new_fc_6': 10, 'new_fc_7': 16, 'new_fc_8': 5, 'new_fc_9': 19, 'new_fc_10': 25}
{'num_neurons': 64, 'unit_c1': 2, 'unit_c2': 6, 'dr_f': 0.40797230544305185, 'learning_rate': 0.0009725947896535222, 'batch_size': 8, 'optimizer': 'SGD', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 21, 'new_fc_2': 20, 'new_fc_3': 10, 'new_fc_4': 20, 'new_fc_5': 32, 'new_fc_6': 30, 'new_fc_7': 19, 'new_fc_8': 1, 'new_fc_9': 22, 'new_fc_10': 3}
{'num_neurons': 16, 'unit_c1': 3, 'unit_c2': 7, 'dr_f': 0.3275256153025248, 'learning_rate': 0.0001662999225624968, 'batch_size': 64, 'optimizer': 'Adamax', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 21, 'new_fc_2': 9, 'new_fc_3': 13, 'new_fc_4': 4, 'new_fc_5': 27, 'new_fc_6': 13, 'new_fc_7': 24, 'new_fc_8': 3, 'new_fc_9': 31, 'new_fc_10': 13}
{'num_neurons': 16, 'unit_c1': 4, 'unit_c2': 6, 'dr_f': 0.3729047504773524, 'learning_rate': 0.0007541301670221203, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 7, 'new_fc_2': 17, 'new_fc_3': 31, 'new_fc_4': 9, 'new_fc_5': 5, 'new_fc_6': 5, 'new_fc_7': 6, 'new_fc_8': 15, 'new_fc_9': 7, 'new_fc_10': 15}
{'num_neurons': 4, 'unit_c1': 2, 'unit_c2': 7, 'dr_f': 0.374407937856, 'learning_rate': 0.000483366066, 'batch_size': 64, 'optimizer': 'SGD', 'activation': 'swish', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 23, 'new_fc_2': 0, 'new_fc_3': 2, 'new_fc_4': 25, 'new_fc_5': 1, 'new_fc_6': 23, 'new_fc_7': 31, 'new_fc_8': 7, 'new_fc_9': 3, 'new_fc_10': 21}
{'num_neurons': 32, 'unit_c1': 2, 'unit_c2': 1, 'dr_f': 0.47286547013429225, 'learning_rate': 0.0003040876705457588, 'batch_size': 16, 'optimizer': 'Adam', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 15, 'new_fc_2': 1, 'new_fc_3': 7, 'new_fc_4': 26, 'new_fc_5': 27, 'new_fc_6': 2, 'new_fc_7': 19, 'new_fc_8': 20, 'new_fc_9': 25, 'new_fc_10': 12}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 4, 'dr_f': 0.09711331556114534, 'learning_rate': 0.0005057261077109433, 'batch_size': 64, 'optimizer': 'Adagrad', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 31, 'new_fc_2': 12, 'new_fc_3': 16, 'new_fc_4': 27, 'new_fc_5': 6, 'new_fc_6': 16, 'new_fc_7': 13, 'new_fc_8': 9, 'new_fc_9': 29, 'new_fc_10': 6}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 8, 'dr_f': 0.269574415002, 'learning_rate': 0.000738645775, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 3, 'new_fc_2': 29, 'new_fc_3': 19, 'new_fc_4': 28, 'new_fc_5': 19, 'new_fc_6': 15, 'new_fc_7': 8, 'new_fc_8': 6, 'new_fc_9': 2, 'new_fc_10': 17}
{'num_neurons': 64, 'unit_c1': 2, 'unit_c2': 6, 'dr_f': 0.2032746782207107, 'learning_rate': 0.00035121245349418746, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 24, 'new_fc_2': 31, 'new_fc_3': 9, 'new_fc_4': 3, 'new_fc_5': 5, 'new_fc_6': 7, 'new_fc_7': 3, 'new_fc_8': 31, 'new_fc_9': 24, 'new_fc_10': 25}
{'num_neurons': 32, 'unit_c1': 1, 'unit_c2': 8, 'dr_f': 0.2637672215088018, 'learning_rate': 0.0008620852794113657, 'batch_size': 32, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 8, 'new_fc_2': 4, 'new_fc_3': 25, 'new_fc_4': 11, 'new_fc_5': 2, 'new_fc_6': 18, 'new_fc_7': 31, 'new_fc_8': 5, 'new_fc_9': 5, 'new_fc_10': 7}
{'num_neurons': 32, 'unit_c1': 3, 'unit_c2': 2, 'dr_f': 0.26787266089035916, 'learning_rate': 0.0009597707494943186, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 23, 'new_fc_2': 14, 'new_fc_3': 32, 'new_fc_4': 19, 'new_fc_5': 18, 'new_fc_6': 10, 'new_fc_7': 17, 'new_fc_8': 26, 'new_fc_9': 30, 'new_fc_10': 30}
{'num_neurons': 64, 'unit_c1': 4, 'unit_c2': 7, 'dr_f': 0.34114953837597173, 'learning_rate': 0.00038352445324550953, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 29, 'new_fc_2': 1, 'new_fc_3': 20, 'new_fc_4': 12, 'new_fc_5': 32, 'new_fc_6': 0, 'new_fc_7': 20, 'new_fc_8': 21, 'new_fc_9': 15, 'new_fc_10': 17}
{'num_neurons': 4, 'unit_c1': 3, 'unit_c2': 1, 'dr_f': 0.450986421423, 'learning_rate': 0.000831733132, 'batch_size': 16, 'optimizer': 'Adamax', 'activation': 'elu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 17, 'new_fc_2': 26, 'new_fc_3': 4, 'new_fc_4': 1, 'new_fc_5': 1, 'new_fc_6': 24, 'new_fc_7': 31, 'new_fc_8': 1, 'new_fc_9': 19, 'new_fc_10': 14}
{'num_neurons': 4, 'unit_c1': 2, 'unit_c2': 5, 'dr_f': 0.33052819470809547, 'learning_rate': 0.0007058967196640975, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': True, 'new_fc_1': 15, 'new_fc_2': 25, 'new_fc_3': 16, 'new_fc_4': 20, 'new_fc_5': 7, 'new_fc_6': 32, 'new_fc_7': 18, 'new_fc_8': 7, 'new_fc_9': 18, 'new_fc_10': 2}
{'num_neurons': 32, 'unit_c1': 3, 'unit_c2': 2, 'dr_f': 0.26787266089035916, 'learning_rate': 0.0009597707494943186, 'batch_size': 8, 'optimizer': 'Adamax', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 23, 'new_fc_2': 14, 'new_fc_3': 32, 'new_fc_4': 19, 'new_fc_5': 18, 'new_fc_6': 10, 'new_fc_7': 17, 'new_fc_8': 26, 'new_fc_9': 30, 'new_fc_10': 30}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 2, 'dr_f': 0.4185842416218223, 'learning_rate': 0.0006786841225811164, 'batch_size': 32, 'optimizer': 'Adam', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 16, 'new_fc_2': 15, 'new_fc_3': 18, 'new_fc_4': 11, 'new_fc_5': 5, 'new_fc_6': 10, 'new_fc_7': 16, 'new_fc_8': 5, 'new_fc_9': 19, 'new_fc_10': 25}
{'num_neurons': 32, 'unit_c1': 4, 'unit_c2': 3, 'dr_f': 0.09113326457476223, 'learning_rate': 0.0005292781984083674, 'batch_size': 64, 'optimizer': 'Adadelta', 'activation': 'relu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': False, 'new_fc_1': 21, 'new_fc_2': 23, 'new_fc_3': 18, 'new_fc_4': 18, 'new_fc_5': 14, 'new_fc_6': 8, 'new_fc_7': 4, 'new_fc_8': 21, 'new_fc_9': 21, 'new_fc_10': 1}
{'num_neurons': 16, 'unit_c1': 2, 'unit_c2': 8, 'dr_f': 0.09371079735952623, 'learning_rate': 0.0009842761800372046, 'batch_size': 16, 'optimizer': 'Adagrad', 'activation': 'elu', 'data_augmentation': True, 'reg_l2': False, 'skip_connection': True, 'new_fc_1': 11, 'new_fc_2': 10, 'new_fc_3': 23, 'new_fc_4': 8, 'new_fc_5': 25, 'new_fc_6': 17, 'new_fc_7': 16, 'new_fc_8': 8, 'new_fc_9': 26, 'new_fc_10': 0}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.30495275616508666, 'learning_rate': 0.0008170000704308431, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 15, 'new_fc_2': 7, 'new_fc_3': 18, 'new_fc_4': 22, 'new_fc_5': 4, 'new_fc_6': 15, 'new_fc_7': 24, 'new_fc_8': 2, 'new_fc_9': 21, 'new_fc_10': 9}
{'num_neurons': 64, 'unit_c1': 3, 'unit_c2': 4, 'dr_f': 0.27308459976898003, 'learning_rate': 0.0003764780574058486, 'batch_size': 16, 'optimizer': 'Adadelta', 'activation': 'selu', 'data_augmentation': True, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 13, 'new_fc_2': 20, 'new_fc_3': 1, 'new_fc_4': 11, 'new_fc_5': 2, 'new_fc_6': 30, 'new_fc_7': 13, 'new_fc_8': 19, 'new_fc_9': 12, 'new_fc_10': 20}
{'num_neurons': 8, 'unit_c1': 1, 'unit_c2': 1, 'dr_f': 0.30495275616508666, 'learning_rate': 0.0008170000704308431, 'batch_size': 32, 'optimizer': 'SGD', 'activation': 'relu', 'data_augmentation': False, 'reg_l2': True, 'skip_connection': False, 'new_fc_1': 15, 'new_fc_2': 7, 'new_fc_3': 18, 'new_fc_4': 22, 'new_fc_5': 4, 'new_fc_6': 15, 'new_fc_7': 24, 'new_fc_8': 2, 'new_fc_9': 21, 'new_fc_10': 9}
